Fecha Orden,Numero de Orden,Unidades Vendidas,Monto de Venta,Nombre Tienda,SKU Producto,Correo Electrónico
03/25/2015,SO45740,1,3578.27,AW Arequipa,BK-R93R-56,robin14@adventure-works.com
03/06/2015,SO45619,1,3578.27,AW Arequipa,BK-R93R-44,alex42@adventure-works.com
03/25/2015,SO45741,1,3578.27,AW Arequipa,BK-R93R-56,kristen17@adventure-works.com
03/16/2015,SO45681,1,3578.27,AW Arequipa,BK-R93R-56,gloria7@adventure-works.com
03/24/2015,SO45735,1,3578.27,AW Arequipa,BK-R93R-56,cristina15@adventure-works.com
03/07/2015,SO45628,1,3578.27,AW Arequipa,BK-R93R-56,casey33@adventure-works.com
03/15/2015,SO45674,1,3578.27,AW Arequipa,BK-R93R-56,lacey33@adventure-works.com
03/30/2015,SO45773,1,3578.27,AW Arequipa,BK-R93R-44,niñia0@adventure-works.com
03/06/2015,SO45620,1,3578.27,AW Arequipa,BK-R93R-56,roy27@adventure-works.com
03/29/2015,SO45770,1,3578.27,AW Arequipa,BK-R93R-44,susan34@adventure-works.com
03/14/2015,SO45667,1,3578.27,AW Arequipa,BK-R93R-56,arthur16@adventure-works.com
03/28/2015,SO45763,1,3578.27,AW Arequipa,BK-R93R-56,tabitha26@adventure-works.com
03/09/2015,SO45640,1,3578.27,AW Arequipa,BK-R93R-44,gloria8@adventure-works.com
03/24/2015,SO45737,1,3578.27,AW Arequipa,BK-R93R-44,jay23@adventure-works.com
03/26/2015,SO45753,1,3578.27,AW Arequipa,BK-R93R-44,abby17@adventure-works.com
01/11/2015,SO45134,1,3578.27,AW Mall del Sur,BK-R93R-56,eduardo36@adventure-works.com
01/12/2015,SO45142,1,3578.27,AW Mall del Sur,BK-R93R-44,katherine2@adventure-works.com
01/24/2015,SO45221,1,3578.27,AW Mall del Sur,BK-R93R-56,hailey0@adventure-works.com
01/09/2015,SO45123,1,3578.27,AW Mall del Sur,BK-R93R-44,morgan59@adventure-works.com
02/26/2015,SO45503,1,3578.27,AW Mall del Sur,BK-R93R-56,isabella28@adventure-works.com
02/22/2015,SO45468,1,3578.27,AW Mall del Sur,BK-R93R-44,kyle13@adventure-works.com
03/10/2015,SO45641,1,3578.27,AW Mall del Sur,BK-R93R-44,byron16@adventure-works.com
03/20/2015,SO45705,1,3578.27,AW Mall del Sur,BK-R93R-44,jackson36@adventure-works.com
02/25/2015,SO45491,1,3578.27,AW Mall del Sur,BK-R93R-44,justin35@adventure-works.com
02/13/2015,SO45431,1,3578.27,AW Mall del Sur,BK-R93R-44,james81@adventure-works.com
02/28/2015,SO45514,1,3578.27,AW Mall del Sur,BK-R93R-56,thomas53@adventure-works.com
02/12/2015,SO45424,1,3578.27,AW Mall del Sur,BK-R93R-44,alexa15@adventure-works.com
02/26/2015,SO45502,1,3578.27,AW Mall del Sur,BK-R93R-56,timothy42@adventure-works.com
02/26/2015,SO45497,1,3578.27,AW Mall del Sur,BK-R93R-44,ian8@adventure-works.com
02/26/2015,SO45499,1,3578.27,AW Mall del Sur,BK-R93R-56,bailey38@adventure-works.com
02/20/2015,SO45461,1,3578.27,AW Mall del Sur,BK-R93R-44,alexis7@adventure-works.com
01/24/2015,SO45217,1,3578.27,AW Comas,BK-R93R-56,brandon20@adventure-works.com
01/27/2015,SO45235,1,3578.27,AW Comas,BK-R93R-56,mary17@adventure-works.com
01/21/2015,SO45200,1,3578.27,AW Breña,BK-R93R-44,gabriella13@adventure-works.com
01/17/2015,SO45173,1,3578.27,AW Breña,BK-R93R-56,seth56@adventure-works.com
01/11/2015,SO45133,1,3578.27,AW Comas,BK-R93R-56,mason14@adventure-works.com
01/22/2015,SO45209,1,3578.27,AW Breña,BK-R93R-56,kara10@adventure-works.com
01/14/2015,SO45151,1,3578.27,AW Comas,BK-R93R-56,jerry8@adventure-works.com
01/28/2015,SO45241,1,3578.27,AW Breña,BK-R93R-44,laura26@adventure-works.com
01/08/2015,SO45116,1,3578.27,AW Comas,BK-R93R-44,austin27@adventure-works.com
01/28/2015,SO45242,1,3578.27,AW Comas,BK-R93R-44,angel28@adventure-works.com
01/31/2015,SO45259,1,3578.27,AW Comas,BK-R93R-56,matthew26@adventure-works.com
01/09/2015,SO45122,1,3578.27,AW Breña,BK-R93R-56,eric58@adventure-works.com
01/30/2015,SO45253,1,3578.27,AW Breña,BK-R93R-56,jennifer81@adventure-works.com
01/22/2015,SO45210,1,3578.27,AW Breña,BK-R93R-44,samantha7@adventure-works.com
01/30/2015,SO45254,1,3578.27,AW Breña,BK-R93R-56,alex26@adventure-works.com
01/30/2015,SO45255,1,3578.27,AW Comas,BK-R93R-56,makayla8@adventure-works.com
02/17/2015,SO45451,1,3578.27,AW Breña,BK-R93R-44,hailey47@adventure-works.com
02/10/2015,SO45407,1,3578.27,AW Breña,BK-R93R-56,thomas51@adventure-works.com
02/10/2015,SO45408,1,3578.27,AW Breña,BK-R93R-56,victoria68@adventure-works.com
02/15/2015,SO45442,1,3578.27,AW Comas,BK-R93R-56,justin15@adventure-works.com
02/26/2015,SO45496,1,3578.27,AW Mall del Sur,BK-R93R-56,rachel39@adventure-works.com
04/05/2015,SO45842,1,3578.27,AW Breña,BK-R93R-56,edward43@adventure-works.com
04/05/2015,SO45841,1,3578.27,AW Lurin,BK-R93R-44,jaclyn39@adventure-works.com
04/08/2015,SO45861,1,3578.27,AW Lurin,BK-R93R-44,aaron52@adventure-works.com
04/08/2015,SO45859,1,3578.27,AW Lurin,BK-R93R-56,lindsey1@adventure-works.com
04/09/2015,SO45863,1,3578.27,AW Breña,BK-R93R-56,ryan27@adventure-works.com
04/11/2015,SO45873,1,3578.27,AW Comas,BK-R93R-56,ashlee18@adventure-works.com
04/14/2015,SO45895,1,3578.27,AW Breña,BK-R93R-44,benjamin43@adventure-works.com
04/14/2015,SO45896,1,3578.27,AW Lurin,BK-R93R-44,bonnie24@adventure-works.com
04/20/2015,SO45938,1,3578.27,AW Breña,BK-R93R-44,ariana22@adventure-works.com
04/16/2015,SO45911,1,3578.27,AW Breña,BK-R93R-56,devin44@adventure-works.com
04/16/2015,SO45910,1,3578.27,AW Breña,BK-R93R-44,miranda9@adventure-works.com
04/29/2015,SO46004,1,3578.27,AW Breña,BK-R93R-44,alyssa30@adventure-works.com
04/23/2015,SO45960,1,3578.27,AW Breña,BK-R93R-56,jessica51@adventure-works.com
04/27/2015,SO45988,1,3578.27,AW Comas,BK-R93R-56,devin16@adventure-works.com
04/22/2015,SO45954,1,3578.27,AW Comas,BK-R93R-56,antonio13@adventure-works.com
04/30/2015,SO46013,1,3578.27,AW Breña,BK-R93R-44,brooke9@adventure-works.com
04/23/2015,SO45958,1,3578.27,AW Breña,BK-R93R-44,daniel8@adventure-works.com
04/23/2015,SO45959,1,3578.27,AW Breña,BK-R93R-44,faith9@adventure-works.com
04/27/2015,SO45985,1,3578.27,AW Breña,BK-R93R-56,elizabeth6@adventure-works.com
04/24/2015,SO45968,1,3578.27,AW Breña,BK-R93R-44,fernando55@adventure-works.com
04/27/2015,SO45986,1,3578.27,AW Breña,BK-R93R-56,chase3@adventure-works.com
04/27/2015,SO45989,1,3578.27,AW Lurin,BK-R93R-44,clarence8@adventure-works.com
04/27/2015,SO45990,1,3578.27,AW Lurin,BK-R93R-56,heather18@adventure-works.com
04/28/2015,SO45994,1,3578.27,AW Breña,BK-R93R-44,emma25@adventure-works.com
04/30/2015,SO46017,1,3578.27,AW Breña,BK-R93R-56,katelyn30@adventure-works.com
05/01/2015,SO46110,1,3578.27,AW Breña,BK-R93R-44,abigail16@adventure-works.com
05/01/2015,SO46111,1,3578.27,AW Comas,BK-R93R-44,devin35@adventure-works.com
05/04/2015,SO46130,1,3578.27,AW Breña,BK-R93R-44,alyssa35@adventure-works.com
05/04/2015,SO46138,1,3578.27,AW Lurin,BK-R93R-44,ethan14@adventure-works.com
05/06/2015,SO46149,1,3578.27,AW Comas,BK-R93R-44,xavier55@adventure-works.com
05/07/2015,SO46156,1,3578.27,AW Breña,BK-R93R-56,miguel72@adventure-works.com
05/08/2015,SO46161,1,3578.27,AW Lurin,BK-R93R-44,nicolas14@adventure-works.com
05/13/2015,SO46195,1,3578.27,AW Comas,BK-R93R-56,haley21@adventure-works.com
05/13/2015,SO46192,1,3578.27,AW Lurin,BK-R93R-56,russell16@adventure-works.com
05/15/2015,SO46213,1,3578.27,AW Breña,BK-R93R-56,aaron49@adventure-works.com
05/15/2015,SO46214,1,3578.27,AW Breña,BK-R93R-44,tristan4@adventure-works.com
05/17/2015,SO46232,1,3578.27,AW Breña,BK-R93R-44,chloe6@adventure-works.com
05/19/2015,SO46246,1,3578.27,AW Comas,BK-R93R-56,logan31@adventure-works.com
05/20/2015,SO46253,1,3578.27,AW Breña,BK-R93R-44,lauren0@adventure-works.com
05/23/2015,SO46272,1,3578.27,AW Comas,BK-R93R-44,amanda15@adventure-works.com
05/24/2015,SO46280,1,3578.27,AW Comas,BK-R93R-44,logan58@adventure-works.com
05/25/2015,SO46288,1,3578.27,AW Comas,BK-R93R-44,jason4@adventure-works.com
05/26/2015,SO46298,1,3578.27,AW Breña,BK-R93R-56,robert78@adventure-works.com
05/26/2015,SO46296,1,3578.27,AW Breña,BK-R93R-56,sara22@adventure-works.com
05/28/2015,SO46306,1,3578.27,AW Breña,BK-R93R-44,noah11@adventure-works.com
05/29/2015,SO46311,1,3578.27,AW Lurin,BK-R93R-56,yolanda3@adventure-works.com
05/30/2015,SO46315,1,3578.27,AW Comas,BK-R93R-44,gabriella11@adventure-works.com
05/30/2015,SO46312,1,3578.27,AW Breña,BK-R93R-56,kaitlyn54@adventure-works.com
05/31/2015,SO46319,1,3578.27,AW Breña,BK-R93R-44,chloe45@adventure-works.com
06/02/2015,SO46396,1,3578.27,AW Breña,BK-R93R-44,allison8@adventure-works.com
06/05/2015,SO46417,1,3578.27,AW Breña,BK-R93R-56,trevor15@adventure-works.com
06/06/2015,SO46422,1,3578.27,AW Breña,BK-R93R-44,megan5@adventure-works.com
06/07/2015,SO46430,1,3578.27,AW Lurin,BK-R93R-56,sabrina9@adventure-works.com
06/10/2015,SO46450,1,3578.27,AW Breña,BK-R93R-56,jasmine21@adventure-works.com
06/12/2015,SO46467,1,3578.27,AW Comas,BK-R93R-56,holly13@adventure-works.com
06/12/2015,SO46466,1,3578.27,AW Comas,BK-R93R-44,kaitlyn86@adventure-works.com
06/12/2015,SO46465,1,3578.27,AW Breña,BK-R93R-44,madeline6@adventure-works.com
06/18/2015,SO46500,1,3578.27,AW Comas,BK-R93R-56,dominique17@adventure-works.com
06/19/2015,SO46512,1,3578.27,AW Breña,BK-R93R-44,mindy16@adventure-works.com
06/21/2015,SO46536,1,3578.27,AW Lurin,BK-R93R-44,alisha43@adventure-works.com
06/21/2015,SO46529,1,3578.27,AW Comas,BK-R93R-56,jonathan36@adventure-works.com
06/22/2015,SO46539,1,3578.27,AW Breña,BK-R93R-56,rafael33@adventure-works.com
06/23/2015,SO46544,1,3578.27,AW Comas,BK-R93R-44,jordyn17@adventure-works.com
06/24/2015,SO46558,1,3578.27,AW Comas,BK-R93R-56,isaiah26@adventure-works.com
06/25/2015,SO46566,1,3578.27,AW Breña,BK-R93R-44,jamie26@adventure-works.com
06/25/2015,SO46565,1,3578.27,AW Comas,BK-R93R-44,thomas26@adventure-works.com
06/26/2015,SO46573,1,3578.27,AW Lurin,BK-R93R-56,tammy9@adventure-works.com
06/26/2015,SO46572,1,3578.27,AW Lurin,BK-R93R-56,trevor11@adventure-works.com
06/27/2015,SO46581,1,3578.27,AW Breña,BK-R93R-56,ashley11@adventure-works.com
06/27/2015,SO46577,1,3578.27,AW Comas,BK-R93R-44,benjamin42@adventure-works.com
06/27/2015,SO46579,1,3578.27,AW Breña,BK-R93R-44,bryant8@adventure-works.com
06/27/2015,SO46578,1,3578.27,AW Comas,BK-R93R-56,ethan27@adventure-works.com
06/27/2015,SO46582,1,3578.27,AW Comas,BK-R93R-56,samuel42@adventure-works.com
06/28/2015,SO46587,1,3578.27,AW Comas,BK-R93R-56,hailey11@adventure-works.com
06/29/2015,SO46593,1,3578.27,AW Comas,BK-R93R-56,brianna26@adventure-works.com
04/01/2015,SO45817,1,3578.27,AW Trujillo,BK-R93R-44,riley13@adventure-works.com
04/04/2015,SO45836,1,3578.27,AW Trujillo,BK-R93R-44,nelson9@adventure-works.com
04/27/2015,SO45983,1,3578.27,AW Trujillo,BK-R93R-56,isabella2@adventure-works.com
05/18/2015,SO46238,1,3578.27,AW Trujillo,BK-R93R-44,darren26@adventure-works.com
05/03/2015,SO46128,1,3578.27,AW Trujillo,BK-R93R-56,samantha22@adventure-works.com
05/25/2015,SO46293,1,3578.27,AW Trujillo,BK-R93R-44,katie20@adventure-works.com
05/27/2015,SO46305,1,3578.27,AW Trujillo,BK-R93R-44,holly9@adventure-works.com
05/18/2015,SO46245,1,3578.27,AW Trujillo,BK-R93R-56,bridget6@adventure-works.com
06/12/2015,SO46473,1,3578.27,AW Trujillo,BK-R93R-44,julio15@adventure-works.com
06/24/2015,SO46562,1,3578.27,AW Trujillo,BK-R93R-44,jamie44@adventure-works.com
06/02/2015,SO46403,1,3578.27,AW Trujillo,BK-R93R-56,nelson16@adventure-works.com
06/08/2015,SO46442,1,3578.27,AW Trujillo,BK-R93R-56,angel8@adventure-works.com
06/28/2015,SO46585,1,3578.27,AW Trujillo,BK-R93R-56,joshua8@adventure-works.com
06/02/2015,SO46394,1,3578.27,AW Trujillo,BK-R93R-56,patrick10@adventure-works.com
06/21/2015,SO46528,1,3578.27,AW Trujillo,BK-R93R-44,kari6@adventure-works.com
06/30/2015,SO46598,1,3578.27,AW Trujillo,BK-R93R-44,evelyn2@adventure-works.com
04/15/2015,SO45902,1,3578.27,AW Huancayo,BK-R93R-56,faith14@adventure-works.com
04/26/2015,SO45979,1,3578.27,AW Huancayo,BK-R93R-44,nichole4@adventure-works.com
05/12/2015,SO46185,1,3578.27,AW Huancayo,BK-R93R-56,gloria19@adventure-works.com
05/20/2015,SO46256,1,3578.27,AW Huancayo,BK-R93R-56,barbara11@adventure-works.com
06/08/2015,SO46443,1,3578.27,AW Huancayo,BK-R93R-56,megan38@adventure-works.com
06/10/2015,SO46455,1,3578.27,AW Huancayo,BK-R93R-56,paul8@adventure-works.com
06/01/2015,SO46393,1,3578.27,AW Huancayo,BK-R93R-56,bruce23@adventure-works.com
04/09/2015,SO45864,1,3578.27,AW Arequipa,BK-R93R-44,katrina13@adventure-works.com
04/30/2015,SO46021,1,3578.27,AW Arequipa,BK-R93R-56,jeffery12@adventure-works.com
04/11/2015,SO45876,1,3578.27,AW Arequipa,BK-R93R-56,brittney0@adventure-works.com
04/03/2015,SO45830,1,3578.27,AW Arequipa,BK-R93R-56,jamie21@adventure-works.com
04/15/2015,SO45905,1,3578.27,AW Arequipa,BK-R93R-44,rafael23@adventure-works.com
04/04/2015,SO45838,1,3578.27,AW Arequipa,BK-R93R-44,gina13@adventure-works.com
04/25/2015,SO45976,1,3578.27,AW Arequipa,BK-R93R-56,jill30@adventure-works.com
04/15/2015,SO45904,1,3578.27,AW Arequipa,BK-R93R-44,cesar13@adventure-works.com
04/07/2015,SO45856,1,3578.27,AW Arequipa,BK-R93R-44,kristina17@adventure-works.com
04/02/2015,SO45823,1,3578.27,AW Arequipa,BK-R93R-44,veronica1@adventure-works.com
05/13/2015,SO46199,1,3578.27,AW Arequipa,BK-R93R-56,javier11@adventure-works.com
05/26/2015,SO46299,1,3578.27,AW Arequipa,BK-R93R-56,jay48@adventure-works.com
05/09/2015,SO46173,1,3578.27,AW Arequipa,BK-R93R-44,katie5@adventure-works.com
05/14/2015,SO46208,1,3578.27,AW Arequipa,BK-R93R-44,deanna10@adventure-works.com
05/18/2015,SO46242,1,3578.27,AW Arequipa,BK-R93R-56,alicia15@adventure-works.com
05/22/2015,SO46266,1,3578.27,AW Arequipa,BK-R93R-56,sabrina7@adventure-works.com
05/28/2015,SO46307,1,3578.27,AW Arequipa,BK-R93R-56,mario12@adventure-works.com
05/02/2015,SO46124,1,3578.27,AW Arequipa,BK-R93R-44,jodi20@adventure-works.com
05/22/2015,SO46267,1,3578.27,AW Arequipa,BK-R93R-56,jésus14@adventure-works.com
05/26/2015,SO46300,1,3578.27,AW Arequipa,BK-R93R-56,kelli26@adventure-works.com
05/15/2015,SO46216,1,3578.27,AW Arequipa,BK-R93R-56,alfredo18@adventure-works.com
05/09/2015,SO46174,1,3578.27,AW Arequipa,BK-R93R-44,cara16@adventure-works.com
05/13/2015,SO46201,1,3578.27,AW Arequipa,BK-R93R-56,jessie13@adventure-works.com
05/01/2015,SO46118,1,3578.27,AW Arequipa,BK-R93R-56,carla15@adventure-works.com
05/23/2015,SO46276,1,3578.27,AW Arequipa,BK-R93R-44,colin5@adventure-works.com
05/18/2015,SO46243,1,3578.27,AW Arequipa,BK-R93R-44,lindsay14@adventure-works.com
05/15/2015,SO46217,1,3578.27,AW Arequipa,BK-R93R-56,gregory13@adventure-works.com
05/22/2015,SO46268,1,3578.27,AW Arequipa,BK-R93R-44,laura13@adventure-works.com
06/06/2015,SO46428,1,3578.27,AW Arequipa,BK-R93R-44,bonnie20@adventure-works.com
06/19/2015,SO46518,1,3578.27,AW Arequipa,BK-R93R-56,margaret17@adventure-works.com
06/20/2015,SO46525,1,3578.27,AW Arequipa,BK-R93R-56,connor0@adventure-works.com
06/29/2015,SO46594,1,3578.27,AW Arequipa,BK-R93R-56,rachel56@adventure-works.com
06/02/2015,SO46399,1,3578.27,AW Arequipa,BK-R93R-56,kathleen20@adventure-works.com
06/11/2015,SO46461,1,3578.27,AW Arequipa,BK-R93R-44,hany0@adventure-works.com
06/22/2015,SO46540,1,3578.27,AW Arequipa,BK-R93R-56,shannon24@adventure-works.com
06/02/2015,SO46400,1,3578.27,AW Arequipa,BK-R93R-56,marshall20@adventure-works.com
06/17/2015,SO46495,1,3578.27,AW Arequipa,BK-R93R-44,cassandra11@adventure-works.com
06/02/2015,SO46398,1,3578.27,AW Arequipa,BK-R93R-44,julio17@adventure-works.com
04/18/2015,SO45926,1,3578.27,AW Mall del Sur,BK-R93R-44,benjamin7@adventure-works.com
04/06/2015,SO45845,1,3578.27,AW Mall del Sur,BK-R93R-44,benjamin33@adventure-works.com
04/29/2015,SO45999,1,3578.27,AW Mall del Sur,BK-R93R-44,brianna13@adventure-works.com
04/06/2015,SO45846,1,3578.27,AW Mall del Sur,BK-R93R-56,joseph18@adventure-works.com
04/03/2015,SO45825,1,3578.27,AW Mall del Sur,BK-R93R-56,dennis0@adventure-works.com
04/17/2015,SO45920,1,3578.27,AW Mall del Sur,BK-R93R-44,morgan41@adventure-works.com
04/17/2015,SO45922,1,3578.27,AW Mall del Sur,BK-R93R-56,jose77@adventure-works.com
04/22/2015,SO45953,1,3578.27,AW Mall del Sur,BK-R93R-56,megan13@adventure-works.com
05/04/2015,SO46132,1,3578.27,AW Mall del Sur,BK-R93R-56,lori20@adventure-works.com
05/16/2015,SO46221,1,3578.27,AW Mall del Sur,BK-R93R-56,xavier52@adventure-works.com
05/17/2015,SO46233,1,3578.27,AW Mall del Sur,BK-R93R-56,sarah30@adventure-works.com
05/18/2015,SO46240,1,3578.27,AW Mall del Sur,BK-R93R-56,abigail74@adventure-works.com
05/05/2015,SO46142,1,3578.27,AW Mall del Sur,BK-R93R-44,gabrielle14@adventure-works.com
06/19/2015,SO46510,1,3578.27,AW Mall del Sur,BK-R93R-44,isabella79@adventure-works.com
06/12/2015,SO46468,1,3578.27,AW Mall del Sur,BK-R93R-44,abigail8@adventure-works.com
06/04/2015,SO46412,1,3578.27,AW Mall del Sur,BK-R93R-44,seth49@adventure-works.com
06/04/2015,SO46411,1,3578.27,AW Mall del Sur,BK-R93R-56,madison3@adventure-works.com
06/17/2015,SO46491,1,3578.27,AW Mall del Sur,BK-R93R-56,brooke21@adventure-works.com
07/19/2015,SO46830,1,699.0982,AW Trujillo,BK-R50B-62,orlando21@adventure-works.com
12/17/2015,SO48587,1,699.0982,AW Arequipa,BK-R50R-60,nancy8@adventure-works.com
01/19/2015,SO45191,1,699.0982,AW Comas,BK-R50R-48,gabrielle11@adventure-works.com
01/30/2015,SO45256,1,699.0982,AW Breña,BK-R50B-62,kayla28@adventure-works.com
01/31/2015,SO45263,1,699.0982,AW Comas,BK-R50B-48,sharon20@adventure-works.com
01/08/2015,SO45117,1,699.0982,AW Comas,BK-R50B-52,anna43@adventure-works.com
01/24/2015,SO45222,1,699.0982,AW Comas,BK-R50R-52,elizabeth34@adventure-works.com
02/04/2015,SO45368,1,699.0982,AW Comas,BK-R50R-48,trinity18@adventure-works.com
02/06/2015,SO45385,1,699.0982,AW Comas,BK-R50B-60,maria3@adventure-works.com
03/17/2015,SO45688,1,699.0982,AW Breña,BK-R50R-58,emma35@adventure-works.com
03/09/2015,SO45638,1,699.0982,AW Breña,BK-R50R-62,courtney7@adventure-works.com
03/18/2015,SO45699,1,699.0982,AW Breña,BK-R50B-62,mary28@adventure-works.com
04/20/2015,SO45939,1,699.0982,AW Breña,BK-R50B-60,elizabeth20@adventure-works.com
04/01/2015,SO45818,1,699.0982,AW Breña,BK-R50R-48,ariana20@adventure-works.com
04/21/2015,SO45948,1,699.0982,AW Breña,BK-R50B-52,andrea10@adventure-works.com
04/12/2015,SO45887,1,699.0982,AW Breña,BK-R50R-52,jessica28@adventure-works.com
05/19/2015,SO46247,1,699.0982,AW Breña,BK-R50B-60,kathryn15@adventure-works.com
05/30/2015,SO46317,1,699.0982,AW Breña,BK-R50B-60,kristi7@adventure-works.com
05/16/2015,SO46223,1,699.0982,AW Breña,BK-R50R-44,savannah2@adventure-works.com
05/19/2015,SO46248,1,699.0982,AW Breña,BK-R50R-62,alexia10@adventure-works.com
05/16/2015,SO46224,1,699.0982,AW Breña,BK-R50R-48,arianna19@adventure-works.com
05/01/2015,SO46116,1,699.0982,AW Breña,BK-R50B-58,emma8@adventure-works.com
06/15/2015,SO46487,1,699.0982,AW Breña,BK-R50B-44,chloe10@adventure-works.com
06/23/2015,SO46551,1,699.0982,AW Breña,BK-R50R-52,arianna27@adventure-works.com
06/12/2015,SO46470,1,699.0982,AW Comas,BK-R50R-60,katherine15@adventure-works.com
06/04/2015,SO46414,1,699.0982,AW Breña,BK-R50B-44,grace11@adventure-works.com
06/23/2015,SO46552,1,699.0982,AW Breña,BK-R50R-48,amanda16@adventure-works.com
07/18/2015,SO46822,1,699.0982,AW Breña,BK-R50R-62,jamie22@adventure-works.com
07/20/2015,SO46842,1,699.0982,AW Breña,BK-R50R-58,nina19@adventure-works.com
07/25/2015,SO46880,1,699.0982,AW Comas,BK-R50B-60,sara45@adventure-works.com
07/27/2015,SO46896,1,699.0982,AW Comas,BK-R50B-58,kayla44@adventure-works.com
08/14/2015,SO47183,1,699.0982,AW Breña,BK-R50B-60,mindy6@adventure-works.com
08/27/2015,SO47311,1,699.0982,AW Comas,BK-R50B-58,jada6@adventure-works.com
08/02/2015,SO47082,1,699.0982,AW Mall Santa Anita,BK-R50R-60,carla5@adventure-works.com
08/22/2015,SO47254,1,699.0982,AW Breña,BK-R50B-58,megan26@adventure-works.com
08/27/2015,SO47312,1,699.0982,AW Breña,BK-R50B-58,mya21@adventure-works.com
08/28/2015,SO47322,1,699.0982,AW Comas,BK-R50B-52,stephanie61@adventure-works.com
08/24/2015,SO47276,1,699.0982,AW Breña,BK-R50B-52,katelyn4@adventure-works.com
09/24/2015,SO47614,1,699.0982,AW Breña,BK-R50R-52,brianna9@adventure-works.com
09/02/2015,SO47465,1,699.0982,AW Breña,BK-R50B-48,haley29@adventure-works.com
09/10/2015,SO47517,1,699.0982,AW Breña,BK-R50B-52,christy26@adventure-works.com
09/12/2015,SO47530,1,699.0982,AW Breña,BK-R50R-48,alexandria17@adventure-works.com
09/24/2015,SO47615,1,699.0982,AW Breña,BK-R50B-52,brianna37@adventure-works.com
10/01/2015,SO47734,1,699.0982,AW Breña,BK-R50B-58,marie27@adventure-works.com
10/02/2015,SO47740,1,699.0982,AW Breña,BK-R50R-62,rachel65@adventure-works.com
10/16/2015,SO47842,1,699.0982,AW Breña,BK-R50R-60,marie33@adventure-works.com
10/18/2015,SO47854,1,699.0982,AW Breña,BK-R50R-58,lacey37@adventure-works.com
10/17/2015,SO47849,1,699.0982,AW Breña,BK-R50R-60,ashlee5@adventure-works.com
10/07/2015,SO47773,1,699.0982,AW Breña,BK-R50R-62,ashley34@adventure-works.com
10/22/2015,SO47895,1,699.0982,AW Breña,BK-R50B-58,deanna34@adventure-works.com
10/31/2015,SO47958,1,699.0982,AW Breña,BK-R50R-48,stephanie62@adventure-works.com
10/17/2015,SO47850,1,699.0982,AW Comas,BK-R50R-58,kathleen17@adventure-works.com
11/22/2015,SO48221,1,699.0982,AW Breña,BK-R50B-62,victoria42@adventure-works.com
11/24/2015,SO48235,1,699.0982,AW Comas,BK-R50R-58,alyssa12@adventure-works.com
11/09/2015,SO48140,1,699.0982,AW Breña,BK-R50R-52,donna7@adventure-works.com
11/15/2015,SO48176,1,699.0982,AW Breña,BK-R50B-62,amanda42@adventure-works.com
11/06/2015,SO48120,1,699.0982,AW Breña,BK-R50R-62,victoria1@adventure-works.com
11/30/2015,SO48283,1,699.0982,AW Breña,BK-R50R-60,joan14@adventure-works.com
11/26/2015,SO48249,1,699.0982,AW Breña,BK-R50B-62,natalie74@adventure-works.com
11/24/2015,SO48232,1,699.0982,AW Comas,BK-R50R-52,julia29@adventure-works.com
12/14/2015,SO48555,1,699.0982,AW Breña,BK-R50R-62,mackenzie13@adventure-works.com
12/07/2015,SO48466,1,699.0982,AW Breña,BK-R50B-58,sydney80@adventure-works.com
12/29/2015,SO48711,1,699.0982,AW Breña,BK-R50R-44,katherine84@adventure-works.com
12/16/2015,SO48574,1,699.0982,AW Comas,BK-R50R-58,kelly25@adventure-works.com
12/11/2015,SO48514,1,699.0982,AW Breña,BK-R50B-44,jade12@adventure-works.com
12/05/2015,SO48447,1,699.0982,AW Breña,BK-R50R-44,destiny12@adventure-works.com
12/02/2015,SO48416,1,699.0982,AW Comas,BK-R50R-58,jennifer67@adventure-works.com
12/01/2015,SO48406,1,699.0982,AW Breña,BK-R50R-44,abigail32@adventure-works.com
12/22/2015,SO48638,1,699.0982,AW Breña,BK-R50B-60,kaitlyn65@adventure-works.com
01/17/2015,SO45172,1,699.0982,AW Lurin,BK-R50B-60,deanna9@adventure-works.com
01/27/2015,SO45234,1,699.0982,AW Lurin,BK-R50R-48,deanna13@adventure-works.com
02/11/2015,SO45414,1,699.0982,AW Lurin,BK-R50R-52,kelli30@adventure-works.com
03/19/2015,SO45702,1,699.0982,AW Lurin,BK-R50R-58,ann10@adventure-works.com
03/17/2015,SO45685,1,699.0982,AW Lurin,BK-R50R-60,adrienne12@adventure-works.com
04/18/2015,SO45930,1,699.0982,AW Lurin,BK-R50R-48,jaclyn6@adventure-works.com
05/25/2015,SO46286,1,699.0982,AW Lurin,BK-R50B-44,carrie3@adventure-works.com
05/13/2015,SO46193,1,699.0982,AW Lurin,BK-R50B-52,veronica7@adventure-works.com
06/30/2015,SO46600,1,699.0982,AW Lurin,BK-R50B-60,mayra7@adventure-works.com
06/21/2015,SO46532,1,699.0982,AW Lurin,BK-R50B-44,autumn19@adventure-works.com
06/18/2015,SO46502,1,699.0982,AW Lurin,BK-R50R-48,taylor30@adventure-works.com
07/16/2015,SO46804,1,699.0982,AW Lurin,BK-R50R-60,kristi17@adventure-works.com
08/24/2015,SO47275,1,699.0982,AW Lurin,BK-R50B-44,jaclyn36@adventure-works.com
09/22/2015,SO47602,1,699.0982,AW Lurin,BK-R50R-60,katelyn10@adventure-works.com
09/14/2015,SO47549,1,699.0982,AW Lurin,BK-R50B-52,abigail46@adventure-works.com
